Long_Term_Fuel_Trim_Bank1,Engine_coolant_temperature.1,Activation_of_Air_compressor,Torque_of_friction,Engine_soacking_time,Intake_air_pressure,Time(s),Class,Trip_ID
2.3,58,1,12.9,0,80,81,F,0
2.3,58,1,12.9,0,73,82,F,0
2.3,58,1,12.9,0,70,83,F,0
2.3,58,1,13.3,0,44,84,F,0
2.3,58,1,12.9,0,64,85,F,0
2.3,58,1,12.9,0,60,86,F,0
2.3,58,1,13.3,0,59,87,F,0
2.3,58,1,13.7,0,61,88,F,0
2.3,58,1,13.7,0,60,89,F,0
2.3,58,1,13.7,0,61,90,F,0
2.3,58,1,13.7,0,56,91,F,0
2.3,58,1,14.5,0,51,92,F,0
2.3,58,1,14.5,0,57,93,F,0
2.3,58,1,14.5,0,60,94,F,0
2.3,58,1,14.5,0,60,95,F,0
2.3,58,1,14.5,0,60,96,F,0
2.3,58,1,14.5,0,59,97,F,0
2.3,58,1,14.5,0,59,98,F,0
2.3,58,1,14.5,0,59,99,F,0
2.3,58,1,14.5,0,60,100,F,0
2.3,58,1,14.5,0,61,101,F,0
2.3,58,1,14.5,0,60,102,F,0
2.3,58,1,14.5,0,60,103,F,0
2.3,58,1,14.5,0,61,104,F,0
2.3,58,1,14.5,0,61,105,F,0
2.3,58,1,14.5,0,61,106,F,0
2.3,58,1,14.5,0,61,107,F,0
2.3,58,1,14.5,0,61,108,F,0
2.3,58,1,14.5,0,61,109,F,0
2.3,58,1,14.5,0,62,110,F,0
2.3,59,1,14.8,0,62,111,F,0
2.3,59,1,15.2,0,62,112,F,0
2.3,59,1,15.2,0,63,113,F,0
2.3,59,1,15.2,0,64,114,F,0
2.3,59,1,14.8,0,60,115,F,0
2.3,59,1,14.8,0,57,116,F,0
2.3,59,1,15.2,0,58,117,F,0
2.3,59,1,15.2,0,61,118,F,0
2.3,59,1,15.2,0,63,119,F,0
2.3,59,1,15.2,0,63,120,F,0
2.3,59,1,15.2,0,63,121,F,0
2.3,59,1,15.2,0,62,122,F,0
2.3,59,1,15.2,0,61,123,F,0
2.3,59,1,15.2,0,62,124,F,0
2.3,59,1,15.2,0,62,125,F,0
2.3,59,1,15.2,0,61,126,F,0
2.3,59,1,15.2,0,65,127,F,0
2.3,59,1,14.5,0,66,128,F,0
2.3,59,1,14.5,0,65,129,F,0
2.3,59,1,14.5,0,63,130,F,0
2.3,59,1,14.5,0,59,131,F,0
2.3,59,1,15.2,0,48,132,F,0
2.3,59,1,15.2,0,54,133,F,0
2.3,59,1,15.2,0,58,134,F,0
2.3,60,1,15.2,0,60,135,F,0
2.3,60,1,15.2,0,62,136,F,0
2.3,60,1,15.2,0,56,137,F,0
2.3,60,1,15.2,0,61,138,F,0
2.3,60,1,15.2,0,57,139,F,0
2.3,60,1,15.2,0,50,140,F,0
2.3,60,1,15.6,0,52,141,F,0
2.3,60,1,15.2,0,56,142,F,0
2.3,60,1,15.2,0,59,143,F,0
2.3,60,1,15.2,0,60,144,F,0
2.3,60,1,15.2,0,59,145,F,0
2.3,60,1,14.8,0,58,146,F,0
2.3,60,1,15.2,0,58,147,F,0
2.3,60,1,14.5,0,58,148,F,0
2.3,60,1,14.5,0,58,149,F,0
2.3,60,1,14.5,0,58,150,F,0
2.3,60,1,14.5,0,57,151,F,0
2.3,60,1,14.5,0,58,152,F,0
2.3,60,1,14.5,0,58,153,F,0
2.3,60,1,14.5,0,58,154,F,0
2.3,60,1,14.5,0,58,155,F,0
2.3,60,1,14.5,0,58,156,F,0
2.3,60,1,14.5,0,58,157,F,0
2.3,60,1,14.5,0,58,158,F,0
2.3,60,1,14.5,0,58,159,F,0
2.3,60,1,14.5,0,58,160,F,0
2.3,60,1,14.5,0,58,161,F,0
2.3,60,1,14.5,0,57,162,F,0
2.3,60,1,14.5,0,57,163,F,0
2.3,60,1,14.5,0,54,164,F,0
2.3,60,1,14.5,0,51,165,F,0
2.3,60,1,13.3,0,47,166,F,0
2.3,60,1,12.9,0,45,167,F,0
2.3,60,1,12.5,0,44,168,F,0
2.3,60,1,12.5,0,45,169,F,0
2.3,60,1,12.5,0,45,170,F,0
2.3,60,1,12.5,0,46,171,F,0
2.3,60,1,12.9,0,55,172,F,0
2.3,60,1,13.7,0,48,173,F,0
2.3,60,1,13.7,0,49,174,F,0
2.3,60,1,13.7,0,47,175,F,0
2.3,60,1,13.7,0,43,176,F,0
2.3,60,1,14.1,0,44,177,F,0
2.3,60,1,13.7,0,45,178,F,0
2.3,60,1,12.9,0,58,179,F,0
2.3,60,1,13.3,0,44,180,F,0
2.3,60,1,12.9,0,29,181,F,0
2.3,60,1,12.9,0,28,182,F,0
2.3,61,1,13.3,0,27,183,F,0
2.3,61,1,13.7,0,25,184,F,0
2.3,61,1,13.7,0,23,185,F,0
2.3,61,1,13.7,0,23,186,F,0
2.3,61,1,13.7,0,23,187,F,0
2.3,61,1,14.5,0,27,188,F,0
2.3,61,1,14.5,0,30,189,F,0
2.3,61,1,14.5,0,34,190,F,0
2.3,61,1,14.5,0,36,191,F,0
2.3,61,1,15.2,0,37,192,F,0
2.3,61,1,15.2,0,37,193,F,0
2.3,61,1,15.2,0,39,194,F,0
2.3,61,1,15.2,0,44,195,F,0
2.3,61,1,15.2,0,46,196,F,0
2.3,61,1,15.2,0,52,197,F,0
2.3,61,1,15.2,0,53,198,F,0
2.3,61,1,15.2,0,51,199,F,0
2.3,61,1,15.2,0,51,200,F,0
2.3,61,1,15.2,0,51,201,F,0
2.3,61,1,15.2,0,52,202,F,0
2.3,61,1,15.2,0,51,203,F,0
2.3,61,1,15.2,0,52,204,F,0
2.3,61,1,15.2,0,52,205,F,0
2.3,61,1,15.2,0,52,206,F,0
2.3,61,1,14.8,0,52,207,F,0
2.3,61,1,14.8,0,53,208,F,0
2.3,61,1,14.5,0,52,209,F,0
2.3,61,1,14.5,0,53,210,F,0
2.3,61,1,14.5,0,53,211,F,0
2.3,61,1,14.5,0,53,212,F,0
2.3,61,1,14.5,0,53,213,F,0
2.3,61,1,14.5,0,53,214,F,0
2.3,61,1,14.5,0,54,215,F,0
2.3,61,1,14.5,0,53,216,F,0
2.3,61,1,14.5,0,53,217,F,0
2.3,61,1,14.5,0,54,218,F,0
2.3,61,1,14.5,0,54,219,F,0
2.3,61,1,14.5,0,53,220,F,0
2.3,61,1,14.1,0,54,221,F,0
2.3,62,1,13.7,0,54,222,F,0
2.3,62,1,13.7,0,54,223,F,0
2.3,62,1,13.7,0,53,224,F,0
2.3,62,1,13.7,0,54,225,F,0
2.3,62,1,13.7,0,54,226,F,0
2.3,62,1,13.7,0,54,227,F,0
2.3,62,1,13.7,0,53,228,F,0
2.3,62,1,13.7,0,54,229,F,0
2.3,62,1,13.7,0,54,230,F,0
2.3,62,1,13.7,0,53,231,F,0
2.3,62,1,13.7,0,54,232,F,0
2.3,62,1,13.7,0,54,233,F,0
2.3,62,1,13.7,0,54,234,F,0
2.3,62,1,13.7,0,53,235,F,0
2.3,62,1,13.7,0,54,236,F,0
2.3,62,1,13.7,0,54,237,F,0
2.3,62,1,13.7,0,54,238,F,0
2.3,62,1,13.7,0,54,239,F,0
2.3,62,1,13.7,0,51,240,F,0
2.3,62,1,13.7,0,44,241,F,0
2.3,62,1,13.7,0,44,242,F,0
2.3,62,1,12.9,0,49,243,F,0
2.3,62,1,12.9,0,43,244,F,0
2.3,62,1,12.9,0,26,245,F,0
2.3,63,1,12.9,0,31,246,F,0
2.3,63,1,12.9,0,30,247,F,0
2.3,63,1,13.3,0,29,248,F,0
2.3,63,1,13.7,0,29,249,F,0
2.3,63,1,13.7,0,29,250,F,0
2.3,63,1,13.7,0,29,251,F,0
2.3,63,1,13.7,0,30,252,F,0
2.3,63,1,13.7,0,30,253,F,0
2.3,63,1,13.7,0,28,254,F,0
2.3,63,1,13.7,0,27,255,F,0
2.3,63,1,13.7,0,29,256,F,0
2.3,63,1,13.7,0,30,257,F,0
1.6,63,1,12.9,0,54,258,F,0
1.6,63,1,11.7,0,81,259,F,0
1.6,63,1,12.1,0,57,260,F,0
2.3,63,1,13.3,0,28,261,F,0
2.3,63,1,13.7,0,26,262,F,0
2.3,63,1,13.7,0,29,263,F,0
2.3,63,1,13.7,0,34,264,F,0
2.3,63,1,13.7,0,41,265,F,0
2.3,63,1,13.7,0,49,266,F,0
2.3,63,1,13.7,0,52,267,F,0
2.3,63,1,13.7,0,52,268,F,0
2.3,63,1,12.9,0,57,269,F,0
2.3,63,1,12.5,0,62,270,F,0
1.6,63,1,11.7,0,75,271,F,0
1.6,63,1,11.7,0,79,272,F,0
1.6,63,1,11.7,0,79,273,F,0
1.6,63,1,12.5,0,43,274,F,0
2.3,64,1,13.3,0,34,275,F,0
2.3,64,1,13.7,0,40,276,F,0
2.3,64,1,13.7,0,50,277,F,0
2.3,64,1,13.7,0,53,278,F,0
2.3,64,1,13.7,0,54,279,F,0
2.3,64,1,13.7,0,54,280,F,0
2.3,64,1,13.7,0,53,281,F,0
2.3,64,1,13.7,0,53,282,F,0
2.3,64,1,13.7,0,53,283,F,0
2.3,64,1,13.7,0,53,284,F,0
2.3,64,1,13.7,0,53,285,F,0
2.3,64,1,13.7,0,53,286,F,0
2.3,64,1,13.7,0,53,287,F,0
2.3,64,1,13.7,0,53,288,F,0
2.3,64,1,13.7,0,53,289,F,0
2.3,64,1,13.7,0,53,290,F,0
2.3,64,1,13.7,0,53,291,F,0
2.3,64,1,13.3,0,53,292,F,0
2.3,64,1,13.3,0,53,293,F,0
2.3,64,1,13.3,0,53,294,F,0
2.3,64,1,13.3,0,53,295,F,0
2.3,64,1,13.7,0,53,296,F,0
2.3,64,1,13.3,0,54,297,F,0
2.3,64,1,13.3,0,53,298,F,0
2.3,64,1,13.7,0,54,299,F,0
2.3,64,1,12.9,0,63,300,F,0
1.6,64,1,12.5,0,68,301,F,0
1.6,64,1,12.1,0,67,302,F,0
1.6,64,1,12.1,0,67,303,F,0
1.6,64,1,10.9,0,82,304,F,0
1.6,64,1,10.9,0,85,305,F,0
1.6,65,1,11.3,0,80,306,F,0
1.6,65,1,12.5,0,39,307,F,0
1.6,65,1,11.7,0,55,308,F,0
1.6,65,1,10.9,0,85,309,F,0
1.6,65,1,12.1,0,56,310,F,0
2.3,65,1,12.9,0,28,311,F,0
2.3,65,1,12.9,0,27,312,F,0
2.3,65,1,13.7,0,27,313,F,0
2.3,65,1,13.7,0,30,314,F,0
2.3,65,1,13.3,0,38,315,F,0
2.3,65,1,12.9,0,51,316,F,0
2.3,65,1,13.7,0,54,317,F,0
2.3,65,1,13.7,0,53,318,F,0
2.3,65,1,13.7,0,52,319,F,0
2.3,65,1,13.7,0,52,320,F,0
2.3,65,1,13.7,0,52,321,F,0
2.3,65,1,13.7,0,52,322,F,0
2.3,65,1,13.7,0,52,323,F,0
2.3,65,1,13.7,0,53,324,F,0
2.3,65,1,13.7,0,53,325,F,0
2.3,65,1,13.7,0,53,326,F,0
2.3,65,1,13.7,0,53,327,F,0
2.3,65,1,13.7,0,53,328,F,0
2.3,65,1,14.1,0,53,329,F,0
2.3,65,1,13.7,0,54,330,F,0
2.3,65,1,13.7,0,54,331,F,0
2.3,65,1,13.7,0,54,332,F,0
2.3,65,1,13.7,0,54,333,F,0
2.3,65,1,13.7,0,55,334,F,0
2.3,65,1,13.7,0,55,335,F,0
2.3,65,1,13.7,0,55,336,F,0
2.3,65,1,13.7,0,56,337,F,0
2.3,65,1,13.7,0,56,338,F,0
2.3,65,1,13.7,0,56,339,F,0
2.3,65,1,13.7,0,56,340,F,0
2.3,65,1,13.7,0,56,341,F,0
2.3,65,1,13.7,0,56,342,F,0
2.3,65,1,13.7,0,56,343,F,0
2.3,65,1,13.7,0,56,344,F,0
2.3,65,1,13.7,0,56,345,F,0
2.3,65,1,13.7,0,56,346,F,0
2.3,66,1,13.7,0,56,347,F,0
2.3,66,1,13.7,0,56,348,F,0
2.3,66,1,13.7,0,56,349,F,0
2.3,66,1,13.7,0,56,350,F,0
2.3,66,1,13.7,0,56,351,F,0
2.3,66,1,13.7,0,56,352,F,0
2.3,66,1,13.7,0,56,353,F,0
2.3,66,1,13.7,0,56,354,F,0
2.3,66,1,13.7,0,56,355,F,0
2.3,66,1,13.7,0,56,356,F,0
2.3,66,1,13.7,0,56,357,F,0
2.3,66,1,13.7,0,56,358,F,0
2.3,66,1,13.7,0,56,359,F,0
2.3,66,1,13.7,0,56,360,F,0
2.3,66,1,13.7,0,56,361,F,0
2.3,66,1,13.7,0,56,362,F,0
2.3,66,1,13.7,0,57,363,F,0
2.3,66,1,13.7,0,56,364,F,0
2.3,66,1,13.7,0,56,365,F,0
2.3,66,1,13.7,0,56,366,F,0
2.3,66,1,13.7,0,56,367,F,0
2.3,66,1,13.7,0,56,368,F,0
2.3,66,1,13.7,0,56,369,F,0
2.3,66,1,13.7,0,56,370,F,0
2.3,66,1,13.7,0,56,371,F,0
2.3,66,1,13.7,0,56,372,F,0
2.3,66,1,13.7,0,56,373,F,0
2.3,66,1,14.1,0,56,374,F,0
2.3,66,1,14.5,0,56,375,F,0
2.3,66,1,14.5,0,56,376,F,0
2.3,66,1,14.5,0,57,377,F,0
2.3,66,1,14.5,0,57,378,F,0
2.3,66,1,14.5,0,56,379,F,0
2.3,66,1,14.1,0,56,380,F,0
2.3,66,1,13.7,0,56,381,F,0
2.3,66,1,13.7,0,56,382,F,0
2.3,67,1,13.7,0,56,383,F,0
2.3,67,1,13.7,0,56,384,F,0
2.3,67,1,13.7,0,56,385,F,0
2.3,67,1,13.7,0,56,386,F,0
2.3,67,1,13.7,0,56,387,F,0
2.3,67,1,13.7,0,56,388,F,0
2.3,67,1,13.7,0,57,389,F,0
2.3,67,1,13.7,0,56,390,F,0
2.3,67,1,13.7,0,56,391,F,0
2.3,67,1,13.7,0,56,392,F,0
2.3,67,1,13.7,0,56,393,F,0
2.3,67,1,13.7,0,56,394,F,0
2.3,67,1,13.7,0,56,395,F,0
2.3,67,1,13.7,0,57,396,F,0
2.3,67,1,13.7,0,56,397,F,0
2.3,67,1,13.7,0,56,398,F,0
2.3,67,1,13.7,0,56,399,F,0
2.3,67,1,13.7,0,56,400,F,0
2.3,67,1,13.7,0,56,401,F,0
2.3,67,1,13.7,0,57,402,F,0
2.3,67,1,13.7,0,57,403,F,0
1.6,67,1,12.9,0,73,404,F,0
1.6,67,1,12.9,0,73,405,F,0
1.6,67,1,12.9,0,67,406,F,0
1.6,67,1,13.3,0,35,407,F,0
2.3,67,1,12.9,0,26,408,F,0
2.3,68,1,13.3,0,30,409,F,0
2.3,68,1,13.7,0,29,410,F,0
2.3,68,1,13.7,0,29,411,F,0
2.3,68,1,14.1,0,29,412,F,0
2.3,68,1,14.1,0,29,413,F,0
2.3,68,1,14.5,0,28,414,F,0
2.3,68,1,14.5,0,30,415,F,0
2.3,68,1,14.1,0,31,416,F,0
2.3,68,1,14.5,0,35,417,F,0
2.3,68,1,14.1,0,47,418,F,0
2.3,68,1,13.7,0,53,419,F,0
2.3,68,1,14.5,0,50,420,F,0
2.3,68,1,14.5,0,51,421,F,0
2.3,68,1,14.5,0,54,422,F,0
2.3,68,1,14.5,0,55,423,F,0
2.3,68,1,14.5,0,54,424,F,0
2.3,68,1,14.5,0,54,425,F,0
2.3,68,1,14.1,0,55,426,F,0
2.3,68,1,14.5,0,55,427,F,0
2.3,68,1,14.1,0,55,428,F,0
2.3,68,1,14.1,0,55,429,F,0
2.3,68,1,14.1,0,55,430,F,0
2.3,68,1,14.1,0,56,431,F,0
2.3,68,1,14.5,0,56,432,F,0
2.3,68,1,14.1,0,56,433,F,0
2.3,68,1,14.5,0,57,434,F,0
2.3,68,1,14.5,0,56,435,F,0
2.3,68,1,14.1,0,56,436,F,0
2.3,68,1,14.1,0,56,437,F,0
2.3,68,1,13.7,0,56,438,F,0
2.3,68,1,13.7,0,57,439,F,0
2.3,68,1,14.5,0,57,440,F,0
2.3,68,1,14.5,0,57,441,F,0
2.3,68,1,14.5,0,57,442,F,0
2.3,68,1,13.7,0,61,443,F,0
1.6,68,1,13.3,0,67,444,F,0
1.6,68,1,12.9,0,69,445,F,0
1.6,68,1,12.5,0,66,446,F,0
1.6,68,1,12.5,0,68,447,F,0
1.6,68,1,12.5,0,67,448,F,0
1.6,68,1,12.9,0,46,449,F,0
2.3,68,1,13.7,0,31,450,F,0
2.3,69,1,14.1,0,40,451,F,0
2.3,69,1,14.5,0,47,452,F,0
2.3,69,1,13.7,0,52,453,F,0
1.6,69,1,12.5,0,73,454,F,0
2.3,69,1,13.3,0,44,455,F,0
2.3,69,1,13.7,0,39,456,F,0
2.3,69,1,13.7,0,38,457,F,0
2.3,69,1,14.1,0,38,458,F,0
2.3,69,1,14.5,0,38,459,F,0
2.3,69,1,14.5,0,38,460,F,0
2.3,69,1,14.1,0,38,461,F,0
2.3,69,1,13.7,0,37,462,F,0
2.3,69,1,13.7,0,37,463,F,0
2.3,69,1,13.7,0,37,464,F,0
2.3,69,1,13.7,0,37,465,F,0
2.3,69,1,13.7,0,38,466,F,0
2.3,69,1,13.7,0,38,467,F,0
2.3,69,1,13.3,0,41,468,F,0
2.3,69,1,12.9,0,41,469,F,0
2.3,69,1,13.7,0,36,470,F,0
2.3,69,1,13.7,0,38,471,F,0
2.3,69,1,13.7,0,44,472,F,0
2.3,69,1,13.7,0,50,473,F,0
2.3,69,1,13.7,0,50,474,F,0
2.3,69,1,13.7,0,49,475,F,0
2.3,69,1,13.7,0,48,476,F,0
2.3,69,1,13.7,0,47,477,F,0
2.3,69,1,13.7,0,46,478,F,0
2.3,69,1,13.7,0,46,479,F,0
2.3,69,1,13.7,0,46,480,F,0
2.3,69,1,13.3,0,48,481,F,0
2.3,69,1,12.9,0,50,482,F,0
2.3,69,1,13.3,0,42,483,F,0
2.3,69,1,13.7,0,45,484,F,0
2.3,69,1,13.7,0,50,485,F,0
2.3,69,1,13.7,0,52,486,F,0
2.3,69,1,13.7,0,53,487,F,0
2.3,69,1,13.7,0,54,488,F,0
2.3,69,1,13.7,0,53,489,F,0
2.3,69,1,13.7,0,52,490,F,0
2.3,69,1,13.7,0,52,491,F,0
2.3,69,1,13.7,0,53,492,F,0
2.3,69,1,13.7,0,53,493,F,0
2.3,69,1,13.7,0,53,494,F,0
2.3,69,1,13.3,0,53,495,F,0
2.3,69,1,13.3,0,52,496,F,0
2.3,69,1,13.7,0,53,497,F,0
2.3,69,1,13.7,0,52,498,F,0
2.3,69,1,13.7,0,53,499,F,0
2.3,69,1,13.7,0,53,500,F,0
2.3,69,1,13.7,0,53,501,F,0
2.3,69,1,13.7,0,53,502,F,0
2.3,69,1,13.7,0,53,503,F,0
2.3,70,1,13.7,0,53,504,F,0
2.3,70,1,13.7,0,54,505,F,0
2.3,70,1,13.7,0,54,506,F,0
2.3,70,1,13.7,0,53,507,F,0
2.3,70,1,13.7,0,54,508,F,0
2.3,70,1,13.7,0,54,509,F,0
2.3,70,1,13.7,0,54,510,F,0
2.3,70,1,13.7,0,54,511,F,0
2.3,70,1,13.7,0,55,512,F,0
2.3,70,1,13.7,0,54,513,F,0
2.3,70,1,13.7,0,55,514,F,0
2.3,70,1,13.7,0,55,515,F,0
2.3,70,1,13.7,0,55,516,F,0
2.3,70,1,13.7,0,55,517,F,0
2.3,70,1,13.7,0,55,518,F,0
2.3,70,1,13.7,0,55,519,F,0
2.3,70,1,13.7,0,55,520,F,0
2.3,70,1,13.7,0,56,521,F,0
2.3,70,1,13.7,0,56,522,F,0
2.3,70,1,13.7,0,56,523,F,0
2.3,70,1,13.7,0,56,524,F,0
2.3,70,1,13.7,0,56,525,F,0
2.3,70,1,13.7,0,56,526,F,0
2.3,70,1,13.7,0,56,527,F,0
2.3,70,1,13.7,0,56,528,F,0
2.3,70,1,13.7,0,56,529,F,0
2.3,70,1,12.9,0,64,530,F,0
1.6,70,1,12.5,0,69,531,F,0
1.6,70,1,12.5,0,72,532,F,0
1.6,70,1,12.1,0,67,533,F,0
1.6,70,1,11.7,0,72,534,F,0
1.6,70,1,12.5,0,67,535,F,0
2.3,70,1,12.9,0,71,536,F,0
2.3,70,1,12.9,0,79,537,F,0
2.3,71,1,13.7,0,76,538,F,0
2.3,71,1,15.2,0,36,539,F,0
2.3,71,1,14.5,0,51,540,F,0
2.3,71,1,13.7,0,78,541,F,0
2.3,71,1,13.3,0,80,542,F,0
2.3,71,1,14.5,0,45,543,F,0
2.3,71,1,13.3,0,72,544,F,0
2.3,71,1,13.7,0,58,545,F,0
2.3,71,1,15.2,0,23,546,F,0
2.3,71,1,14.5,0,30,547,F,0
2.3,71,1,14.5,0,34,548,F,0
2.3,71,1,13.7,0,47,549,F,0
2.3,71,1,13.7,0,50,550,F,0
2.3,71,1,15.2,0,22,551,F,0
2.3,71,1,15.2,0,28,552,F,0
2.3,71,1,14.5,0,37,553,F,0
2.3,71,1,14.5,0,44,554,F,0
2.3,71,1,14.5,0,52,555,F,0
2.3,71,1,13.7,0,56,556,F,0
2.3,71,1,13.7,0,58,557,F,0
2.3,71,1,13.7,0,58,558,F,0
2.3,71,1,13.7,0,58,559,F,0
2.3,71,1,13.7,0,58,560,F,0
2.3,71,1,13.7,0,60,561,F,0
2.3,71,1,13.7,0,59,562,F,0
2.3,71,1,13.3,0,59,563,F,0
2.3,71,1,13.3,0,58,564,F,0
2.3,71,1,13.7,0,58,565,F,0
2.3,71,1,13.7,0,58,566,F,0
2.3,71,1,13.7,0,58,567,F,0
2.3,71,1,13.3,0,58,568,F,0
2.3,71,1,12.9,0,58,569,F,0
2.3,71,1,12.9,0,58,570,F,0
2.3,71,1,13.7,0,59,571,F,0
2.3,71,1,13.3,0,58,572,F,0
2.3,71,1,12.9,0,58,573,F,0
2.3,71,1,12.9,0,58,574,F,0
2.3,71,1,13.3,0,58,575,F,0
2.3,71,1,13.3,0,58,576,F,0
2.3,71,1,13.3,0,58,577,F,0
2.3,71,1,13.7,0,58,578,F,0
2.3,71,1,13.7,0,58,579,F,0
2.3,71,1,13.7,0,58,580,F,0
2.3,71,1,13.7,0,58,581,F,0
2.3,71,1,13.7,0,58,582,F,0
2.3,71,1,13.7,0,58,583,F,0
2.3,71,1,13.7,0,58,584,F,0
2.3,71,1,13.7,0,58,585,F,0
2.3,71,1,13.7,0,58,586,F,0
2.3,71,1,13.7,0,58,587,F,0
2.3,71,1,13.7,0,58,588,F,0
2.3,71,1,13.7,0,58,589,F,0
2.3,71,1,13.7,0,58,590,F,0
2.3,71,1,13.7,0,59,591,F,0
2.3,71,1,13.7,0,58,592,F,0
2.3,71,1,13.7,0,58,593,F,0
2.3,71,1,13.7,0,58,594,F,0
2.3,71,1,13.7,0,59,595,F,0
2.3,71,1,13.7,0,59,596,F,0
2.3,71,1,13.7,0,59,597,F,0
2.3,71,1,14.1,0,59,598,F,0
2.3,71,1,14.1,0,59,599,F,0
2.3,71,1,14.5,0,59,600,F,0
2.3,71,1,14.5,0,60,601,F,0
2.3,71,1,14.5,0,59,602,F,0
2.3,71,1,14.5,0,59,603,F,0
2.3,71,1,14.5,0,59,604,F,0
2.3,71,1,14.5,0,59,605,F,0
2.3,71,1,14.5,0,60,606,F,0
2.3,71,1,14.5,0,59,607,F,0
2.3,71,1,14.5,0,59,608,F,0
2.3,71,1,14.5,0,60,609,F,0
2.3,71,1,14.5,0,60,610,F,0
2.3,71,1,15.2,0,61,611,F,0
2.3,71,1,15.2,0,61,612,F,0
2.3,72,1,15.2,0,60,613,F,0
2.3,72,1,14.8,0,60,614,F,0
2.3,72,1,14.8,0,60,615,F,0
2.3,72,1,14.8,0,60,616,F,0
2.3,72,1,14.8,0,60,617,F,0
2.3,72,1,14.8,0,60,618,F,0
2.3,72,1,14.5,0,60,619,F,0
2.3,72,1,14.5,0,60,620,F,0
2.3,72,1,15.2,0,62,621,F,0
2.3,72,1,15.2,0,60,622,F,0
2.3,72,1,15.2,0,60,623,F,0
2.3,72,1,15.2,0,61,624,F,0
2.3,72,1,15.2,0,61,625,F,0
2.3,72,1,15.2,0,61,626,F,0
2.3,72,1,15.2,0,60,627,F,0
2.3,72,1,15.2,0,60,628,F,0
