Long_Term_Fuel_Trim_Bank1,Engine_coolant_temperature.1,Activation_of_Air_compressor,Torque_of_friction,Engine_soacking_time,Intake_air_pressure,Time(s),Class,Trip_ID
3.1,49,1,17.2,0,0,185,D,0
3.1,49,1,16.8,0,0,186,D,0
3.1,49,1,16.4,0,0,187,D,0
3.1,49,1,15.6,0,0,188,D,0
2.3,49,1,16.0,0,28,189,D,0
2.3,49,1,15.6,0,33,190,D,0
2.3,49,1,16.4,0,33,191,D,0
2.3,49,1,17.2,0,4,192,D,0
2.3,49,1,17.2,0,0,193,D,0
2.3,49,1,17.2,0,0,194,D,0
2.3,49,1,16.4,0,0,195,D,0
2.3,50,1,15.6,0,30,196,D,0
2.3,50,1,15.6,0,33,197,D,0
2.3,50,1,15.6,0,37,198,D,0
2.3,50,1,15.6,0,37,199,D,0
2.3,50,1,15.2,0,55,200,D,0
2.3,50,1,15.2,0,60,201,D,0
2.3,50,1,16.0,0,17,202,D,0
3.1,50,1,17.2,0,0,203,D,0
2.3,50,1,16.0,0,32,204,D,0
2.3,50,1,15.2,0,52,205,D,0
2.3,50,1,15.2,0,55,206,D,0
2.3,50,1,15.2,0,42,207,D,0
3.1,50,1,16.8,0,0,208,D,0
3.1,50,1,17.2,0,0,209,D,0
3.1,50,1,17.2,0,0,210,D,0
3.9,50,1,16.8,0,0,211,D,0
3.1,50,1,16.0,0,0,212,D,0
3.1,50,1,15.6,0,0,213,D,0
2.3,50,1,14.8,0,74,214,D,0
2.3,50,1,15.2,0,77,215,D,0
2.3,50,1,16.0,0,71,216,D,0
2.3,50,1,16.0,0,52,217,D,0
2.3,50,1,16.8,0,11,218,D,0
2.3,51,1,15.2,0,43,219,D,0
2.3,51,1,16.4,0,0,220,D,0
3.1,51,1,16.8,0,0,221,D,0
3.1,51,1,16.4,0,15,222,D,0
3.1,51,1,17.2,0,0,223,D,0
3.1,51,1,16.4,0,0,224,D,0
3.9,51,1,16.4,0,0,225,D,0
3.9,51,1,17.2,0,0,226,D,0
3.9,51,1,16.0,0,0,227,D,0
3.1,51,1,15.6,0,0,228,D,0
3.1,51,1,15.6,0,0,229,D,0
2.3,51,1,15.6,0,26,230,D,0
2.3,51,1,14.8,0,57,231,D,0
2.3,51,1,14.8,0,84,232,D,0
2.3,51,1,15.2,0,80,233,D,0
2.3,51,1,15.2,0,63,234,D,0
2.3,51,1,14.8,0,53,235,D,0
2.3,52,1,15.2,0,47,236,D,0
2.3,52,1,15.6,0,47,237,D,0
1.6,52,1,15.2,0,47,238,D,0
1.6,52,1,15.2,0,35,239,D,0
2.3,52,1,15.2,0,5,240,D,0
3.1,52,1,15.6,0,0,241,D,0
3.1,52,1,15.6,0,0,242,D,0
3.1,52,1,15.6,0,0,243,D,0
3.1,52,1,15.6,0,0,244,D,0
3.1,52,1,15.6,0,0,245,D,0
3.1,52,1,15.2,0,0,246,D,0
3.1,52,1,15.2,0,0,247,D,0
3.1,52,1,15.2,0,0,248,D,0
2.3,52,1,15.2,0,11,249,D,0
3.1,52,1,15.6,0,0,250,D,0
3.1,52,1,15.6,0,0,251,D,0
3.9,52,1,15.6,0,0,252,D,0
2.3,52,1,15.2,0,36,253,D,0
2.3,52,1,14.8,0,37,254,D,0
2.3,52,1,14.5,0,37,255,D,0
2.3,52,1,14.5,0,30,256,D,0
2.3,53,1,15.2,0,33,257,D,0
1.6,53,1,14.5,0,44,258,D,0
1.6,53,1,14.5,0,45,259,D,0
1.6,53,1,14.5,0,36,260,D,0
2.3,53,1,16.0,0,0,261,D,0
2.3,53,1,15.6,0,0,262,D,0
2.3,53,1,15.6,0,0,263,D,0
2.3,53,1,15.6,0,0,264,D,0
3.1,53,1,15.6,0,0,265,D,0
3.1,53,1,15.6,0,0,266,D,0
3.1,53,1,15.2,0,0,267,D,0
3.1,53,1,15.2,0,0,268,D,0
2.3,53,1,15.2,0,0,269,D,0
3.1,53,1,15.2,0,0,270,D,0
2.3,53,1,14.8,0,0,271,D,0
2.3,53,1,14.5,0,0,272,D,0
2.3,53,1,14.5,0,0,273,D,0
2.3,53,1,14.5,0,0,274,D,0
2.3,53,1,14.5,0,0,275,D,0
3.1,53,1,14.8,0,0,276,D,0
3.1,53,1,15.2,0,0,277,D,0
3.1,53,0,14.1,0,0,278,D,0
3.1,53,0,12.5,0,0,279,D,0
3.1,53,0,12.5,0,0,280,D,0
3.1,53,0,12.5,0,0,281,D,0
3.1,53,0,12.5,0,0,282,D,0
3.1,53,1,12.9,0,0,283,D,0
3.1,53,1,16.8,0,0,284,D,0
3.1,53,1,18.0,0,0,285,D,0
3.1,53,1,17.6,0,0,286,D,0
3.1,53,1,17.6,0,0,287,D,0
3.1,53,1,16.8,0,0,288,D,0
3.1,53,1,16.4,0,0,289,D,0
3.1,53,1,16.0,0,0,290,D,0
3.1,53,1,15.6,0,0,291,D,0
3.1,53,1,15.6,0,0,292,D,0
3.1,53,1,15.6,0,0,293,D,0
3.1,54,1,15.6,0,0,294,D,0
3.1,54,1,15.6,0,0,295,D,0
3.1,54,1,15.6,0,0,296,D,0
3.1,54,1,16.0,0,0,297,D,0
3.1,54,1,16.4,0,0,298,D,0
3.1,54,1,16.4,0,0,299,D,0
3.1,54,1,16.4,0,0,300,D,0
3.1,54,1,16.4,0,0,301,D,0
3.1,54,1,16.4,0,0,302,D,0
3.1,54,1,16.4,0,0,303,D,0
3.1,54,1,16.4,0,0,304,D,0
3.1,54,1,16.4,0,0,305,D,0
3.1,54,1,16.4,0,0,306,D,0
3.1,54,1,16.4,0,0,307,D,0
3.1,54,1,16.4,0,0,308,D,0
3.1,54,1,16.4,0,0,309,D,0
3.1,54,1,16.4,0,0,310,D,0
3.1,54,1,16.4,0,0,311,D,0
3.1,54,1,16.4,0,0,312,D,0
3.1,54,1,16.4,0,0,313,D,0
3.1,54,1,16.4,0,0,314,D,0
3.1,54,1,16.4,0,0,315,D,0
3.1,54,1,16.4,0,0,316,D,0
3.1,54,1,16.4,0,0,317,D,0
3.1,55,1,16.4,0,0,318,D,0
3.1,55,1,16.4,0,0,319,D,0
3.1,55,1,16.8,0,0,320,D,0
3.1,55,1,17.2,0,0,321,D,0
3.1,55,1,17.2,0,0,322,D,0
3.1,55,1,17.2,0,0,323,D,0
3.1,55,1,17.2,0,0,324,D,0
3.1,55,1,17.2,0,0,325,D,0
3.1,55,1,17.2,0,0,326,D,0
3.1,55,1,17.2,0,0,327,D,0
3.1,55,1,17.2,0,0,328,D,0
3.1,55,1,17.2,0,0,329,D,0
3.1,55,1,17.2,0,0,330,D,0
3.1,55,1,17.2,0,0,331,D,0
3.1,55,1,17.2,0,0,332,D,0
3.1,55,1,17.2,0,0,333,D,0
3.1,55,1,17.2,0,0,334,D,0
3.1,55,1,17.2,0,0,335,D,0
3.1,55,1,17.2,0,0,336,D,0
3.1,55,1,17.2,0,0,337,D,0
3.1,55,1,17.2,0,0,338,D,0
3.1,55,1,17.2,0,0,339,D,0
3.1,55,1,17.2,0,0,340,D,0
3.1,55,1,17.2,0,0,341,D,0
3.1,55,1,17.2,0,0,342,D,0
3.1,55,1,17.2,0,0,343,D,0
3.1,55,1,17.2,0,0,344,D,0
3.1,55,1,17.2,0,0,345,D,0
3.1,55,1,17.2,0,0,346,D,0
3.1,55,1,17.2,0,0,347,D,0
3.1,55,1,17.2,0,0,348,D,0
3.1,55,1,17.2,0,0,349,D,0
3.1,55,1,16.4,0,0,350,D,0
2.3,55,1,15.6,0,17,351,D,0
2.3,55,1,15.6,0,26,352,D,0
1.6,55,1,15.6,0,37,353,D,0
1.6,56,1,16.4,0,41,354,D,0
1.6,56,1,15.6,0,39,355,D,0
1.6,56,1,16.0,0,27,356,D,0
2.3,56,1,16.8,0,0,357,D,0
2.3,56,1,16.4,0,0,358,D,0
3.1,56,1,16.4,0,0,359,D,0
3.1,56,1,16.4,0,0,360,D,0
3.1,56,1,16.4,0,0,361,D,0
3.1,56,1,16.4,0,0,362,D,0
3.1,56,1,16.4,0,0,363,D,0
3.1,56,1,16.4,0,0,364,D,0
3.1,56,1,16.4,0,0,365,D,0
2.3,56,1,16.4,0,1,366,D,0
2.3,56,1,16.4,0,0,367,D,0
2.3,56,1,16.4,0,15,368,D,0
1.6,56,1,15.6,0,36,369,D,0
1.6,56,1,15.6,0,19,370,D,0
2.3,56,1,16.8,0,0,371,D,0
2.3,56,1,16.4,0,20,372,D,0
2.3,56,1,16.4,0,26,373,D,0
2.3,56,1,16.4,0,15,374,D,0
2.3,56,1,17.2,0,0,375,D,0
2.3,56,1,17.2,0,0,376,D,0
2.3,56,1,16.4,0,30,377,D,0
1.6,56,1,15.6,0,40,378,D,0
1.6,56,1,15.6,0,42,379,D,0
1.6,56,1,15.6,0,39,380,D,0
1.6,56,1,16.8,0,0,381,D,0
2.3,56,1,17.2,0,0,382,D,0
2.3,56,1,17.2,0,0,383,D,0
1.6,56,1,16.4,0,31,384,D,0
2.3,56,1,17.2,0,8,385,D,0
1.6,56,1,16.4,0,41,386,D,0
1.6,56,1,15.6,0,47,387,D,0
1.6,56,1,15.6,0,48,388,D,0
1.6,56,1,16.0,0,46,389,D,0
1.6,57,1,16.8,0,0,390,D,0
2.3,57,1,17.2,0,0,391,D,0
2.3,57,1,17.2,0,11,392,D,0
1.6,57,1,16.0,0,38,393,D,0
1.6,57,1,15.6,0,41,394,D,0
1.6,57,1,15.6,0,32,395,D,0
2.3,57,1,17.6,0,0,396,D,0
1.6,57,1,16.4,0,39,397,D,0
1.6,57,1,15.6,0,45,398,D,0
1.6,57,1,16.0,0,27,399,D,0
1.6,57,1,16.8,0,21,400,D,0
1.6,57,1,16.4,0,33,401,D,0
1.6,57,1,16.8,0,25,402,D,0
2.3,57,1,17.2,0,25,403,D,0
2.3,57,1,17.2,0,25,404,D,0
2.3,57,1,17.2,0,24,405,D,0
2.3,57,1,17.2,0,9,406,D,0
2.3,57,1,17.6,0,0,407,D,0
2.3,57,1,17.2,0,1,408,D,0
2.3,57,1,17.2,0,8,409,D,0
2.3,57,1,17.2,0,11,410,D,0
2.3,57,1,17.2,0,5,411,D,0
3.1,57,1,17.6,0,0,412,D,0
2.3,57,1,17.2,0,11,413,D,0
2.3,57,1,16.4,0,33,414,D,0
1.6,57,1,15.6,0,34,415,D,0
1.6,57,1,15.6,0,38,416,D,0
1.6,57,1,15.6,0,41,417,D,0
1.6,57,1,15.6,0,30,418,D,0
2.3,57,1,17.6,0,0,419,D,0
1.6,57,1,16.8,0,33,420,D,0
1.6,57,1,16.4,0,35,421,D,0
1.6,57,1,16.0,0,38,422,D,0
1.6,58,1,16.0,0,38,423,D,0
1.6,58,1,16.4,0,38,424,D,0
1.6,58,1,16.4,0,23,425,D,0
2.3,58,1,17.6,0,0,426,D,0
1.6,58,1,16.0,0,51,427,D,0
1.6,58,1,15.6,0,52,428,D,0
1.6,58,1,15.6,0,57,429,D,0
1.6,58,1,15.6,0,79,430,D,0
1.6,58,1,15.6,0,75,431,D,0
1.6,58,1,15.6,0,49,432,D,0
2.3,58,1,16.8,0,0,433,D,0
2.3,58,1,16.4,0,0,434,D,0
2.3,58,1,16.4,0,0,435,D,0
2.3,58,1,16.4,0,0,436,D,0
2.3,58,1,16.0,0,7,437,D,0
1.6,58,1,15.2,0,35,438,D,0
1.6,58,1,14.5,0,55,439,D,0
1.6,58,1,14.1,0,55,440,D,0
1.6,58,1,13.7,0,59,441,D,0
1.6,58,1,13.7,0,59,442,D,0
1.6,58,1,13.7,0,59,443,D,0
1.6,58,1,13.7,0,52,444,D,0
2.3,58,1,15.6,0,0,445,D,0
2.3,58,1,16.0,0,0,446,D,0
2.3,58,1,15.6,0,7,447,D,0
2.3,59,1,15.2,0,30,448,D,0
1.6,59,1,14.8,0,38,449,D,0
1.6,59,1,13.7,0,59,450,D,0
1.6,59,1,13.7,0,42,451,D,0
2.3,59,1,16.0,0,0,452,D,0
2.3,59,1,16.0,0,0,453,D,0
1.6,59,1,14.1,0,75,454,D,0
1.6,59,1,14.8,0,86,455,D,0
1.6,59,1,15.2,0,74,456,D,0
1.6,59,1,14.5,0,66,457,D,0
1.6,59,1,15.6,0,14,458,D,0
1.6,59,1,14.8,0,51,459,D,0
1.6,59,1,14.5,0,52,460,D,0
1.6,59,1,14.5,0,52,461,D,0
1.6,59,1,14.5,0,51,462,D,0
1.6,59,1,14.5,0,49,463,D,0
1.6,59,1,14.5,0,48,464,D,0
1.6,59,1,14.5,0,48,465,D,0
1.6,59,1,15.2,0,37,466,D,0
2.3,59,1,16.0,0,0,467,D,0
1.6,59,1,15.6,0,38,468,D,0
1.6,59,1,15.2,0,33,469,D,0
2.3,59,1,16.4,0,0,470,D,0
2.3,60,1,16.4,0,0,471,D,0
2.3,60,1,16.4,0,0,472,D,0
3.1,60,1,16.4,0,0,473,D,0
3.1,60,1,16.0,0,0,474,D,0
2.3,60,1,16.0,0,0,475,D,0
2.3,60,1,15.6,0,0,476,D,0
2.3,60,1,16.0,0,0,477,D,0
3.1,60,1,16.4,0,0,478,D,0
3.1,60,1,15.6,0,0,479,D,0
2.3,60,1,15.6,0,0,480,D,0
3.1,60,1,16.0,0,0,481,D,0
3.1,60,1,16.4,0,0,482,D,0
3.1,60,1,17.2,0,0,483,D,0
3.1,60,1,17.2,0,0,484,D,0
3.1,60,1,17.2,0,0,485,D,0
3.1,60,1,17.2,0,0,486,D,0
3.1,60,1,17.2,0,0,487,D,0
3.1,60,1,17.2,0,0,488,D,0
3.1,60,1,17.2,0,0,489,D,0
3.1,60,1,17.2,0,0,490,D,0
3.1,60,1,17.2,0,0,491,D,0
3.1,60,1,17.2,0,0,492,D,0
3.1,60,1,17.2,0,0,493,D,0
3.1,60,1,17.2,0,0,494,D,0
3.1,60,1,17.2,0,0,495,D,0
3.1,60,1,17.2,0,0,496,D,0
3.1,60,1,17.2,0,0,497,D,0
3.1,60,1,17.2,0,0,498,D,0
3.1,60,1,17.2,0,0,499,D,0
3.1,60,1,17.2,0,0,500,D,0
3.1,60,1,17.2,0,0,501,D,0
3.1,60,1,17.2,0,0,502,D,0
3.1,60,1,17.2,0,0,503,D,0
3.1,60,1,17.2,0,0,504,D,0
3.1,60,1,17.2,0,0,505,D,0
3.1,60,1,17.2,0,0,506,D,0
3.1,60,1,17.2,0,0,507,D,0
3.1,60,1,17.2,0,0,508,D,0
3.1,60,1,17.2,0,0,509,D,0
3.1,60,1,17.2,0,0,510,D,0
3.1,60,1,17.2,0,0,511,D,0
3.1,60,1,17.2,0,0,512,D,0
3.1,60,1,17.2,0,0,513,D,0
3.1,60,1,17.2,0,0,514,D,0
3.1,60,1,17.2,0,0,515,D,0
3.1,60,1,17.2,0,0,516,D,0
3.1,60,1,17.2,0,0,517,D,0
3.1,60,1,17.2,0,0,518,D,0
3.1,60,1,17.2,0,0,519,D,0
3.1,60,1,17.2,0,0,520,D,0
3.1,60,1,17.2,0,0,521,D,0
3.1,60,1,17.2,0,0,522,D,0
3.1,60,1,16.8,0,0,523,D,0
2.3,60,1,15.6,0,3,524,D,0
1.6,61,1,15.2,0,42,525,D,0
1.6,61,1,15.2,0,58,526,D,0
1.6,61,1,15.6,0,73,527,D,0
1.6,61,1,15.2,0,82,528,D,0
1.6,61,1,16.0,0,84,529,D,0
1.6,61,1,16.8,0,71,530,D,0
1.6,61,1,17.2,0,0,531,D,0
1.6,62,1,15.6,0,54,532,D,0
1.6,62,1,15.2,0,69,533,D,0
1.6,62,1,15.6,0,66,534,D,0
1.6,62,1,15.6,0,62,535,D,0
1.6,62,1,16.8,0,4,536,D,0
2.3,62,1,16.0,0,23,537,D,0
1.6,62,1,15.2,0,53,538,D,0
1.6,62,1,15.2,0,43,539,D,0
2.3,62,1,15.6,0,10,540,D,0
3.1,62,1,16.4,0,0,541,D,0
3.1,62,1,16.8,0,0,542,D,0
3.1,62,1,17.2,0,0,543,D,0
3.1,62,1,16.8,0,0,544,D,0
3.1,62,1,16.8,0,0,545,D,0
3.1,62,1,17.2,0,0,546,D,0
3.1,62,1,16.8,0,0,547,D,0
3.1,62,1,16.4,0,0,548,D,0
3.1,62,1,16.4,0,0,549,D,0
3.1,62,1,16.0,0,0,550,D,0
3.1,62,1,16.4,0,0,551,D,0
3.1,62,1,15.6,0,0,552,D,0
3.1,62,1,15.6,0,0,553,D,0
3.1,62,1,16.0,0,0,554,D,0
3.1,62,1,16.4,0,0,555,D,0
3.1,62,1,17.2,0,0,556,D,0
3.1,62,1,17.2,0,0,557,D,0
3.1,62,1,17.2,0,0,558,D,0
3.1,62,1,17.2,0,0,559,D,0
3.1,62,1,17.2,0,0,560,D,0
3.1,62,1,17.2,0,0,561,D,0
3.1,62,1,17.2,0,0,562,D,0
3.1,62,1,17.2,0,0,563,D,0
3.1,62,1,17.2,0,0,564,D,0
3.1,62,1,17.2,0,0,565,D,0
3.1,62,1,17.2,0,0,566,D,0
3.1,62,1,17.2,0,0,567,D,0
3.1,62,1,17.2,0,0,568,D,0
3.1,62,1,17.2,0,0,569,D,0
3.1,62,1,17.2,0,0,570,D,0
3.1,62,1,17.2,0,0,571,D,0
3.1,63,1,17.2,0,0,572,D,0
3.1,63,1,17.2,0,0,573,D,0
3.1,63,1,17.2,0,0,574,D,0
3.1,63,1,17.2,0,0,575,D,0
3.1,63,1,17.2,0,0,576,D,0
3.1,63,1,17.2,0,0,577,D,0
3.1,63,1,17.2,0,0,578,D,0
3.1,63,1,17.2,0,0,579,D,0
3.1,63,1,17.2,0,0,580,D,0
3.1,63,1,17.2,0,0,581,D,0
3.1,63,1,17.2,0,0,582,D,0
3.1,63,1,17.2,0,0,583,D,0
3.1,63,1,17.2,0,0,584,D,0
3.1,63,1,17.2,0,0,585,D,0
3.1,63,1,17.2,0,0,586,D,0
3.1,63,1,17.2,0,0,587,D,0
3.1,63,1,17.2,0,0,588,D,0
3.1,63,1,16.0,0,0,589,D,0
2.3,63,1,15.6,0,20,590,D,0
2.3,63,1,15.6,0,28,591,D,0
1.6,63,1,15.6,0,45,592,D,0
1.6,63,1,15.6,0,53,593,D,0
1.6,63,1,15.6,0,56,594,D,0
1.6,64,1,15.6,0,57,595,D,0
1.6,64,1,16.0,0,57,596,D,0
1.6,64,1,16.0,0,55,597,D,0
1.6,64,1,15.6,0,51,598,D,0
1.6,64,1,16.0,0,33,599,D,0
2.3,65,1,17.6,0,0,600,D,0
2.3,65,1,17.2,0,14,601,D,0
2.3,65,1,16.4,0,33,602,D,0
2.3,65,1,16.4,0,39,603,D,0
2.3,65,1,16.4,0,41,604,D,0
2.3,65,1,16.4,0,38,605,D,0
2.3,65,1,17.2,0,8,606,D,0
3.1,65,1,18.0,0,0,607,D,0
3.1,65,1,18.0,0,0,608,D,0
2.3,65,1,16.0,0,59,609,D,0
2.3,65,1,16.4,0,41,610,D,0
2.3,65,1,16.4,0,39,611,D,0
2.3,65,1,15.6,0,50,612,D,0
2.3,65,1,15.6,0,51,613,D,0
2.3,65,1,16.0,0,50,614,D,0
2.3,65,1,16.8,0,24,615,D,0
2.3,65,1,16.8,0,20,616,D,0
2.3,65,1,15.6,0,41,617,D,0
2.3,65,1,15.6,0,41,618,D,0
2.3,65,1,15.2,0,41,619,D,0
2.3,65,1,15.2,0,70,620,D,0
2.3,65,1,16.0,0,88,621,D,0
2.3,65,1,16.0,0,81,622,D,0
2.3,65,1,15.2,0,76,623,D,0
2.3,66,1,15.2,0,69,624,D,0
2.3,66,1,14.8,0,67,625,D,0
2.3,66,1,14.8,0,66,626,D,0
2.3,66,1,15.2,0,66,627,D,0
2.3,66,1,15.2,0,62,628,D,0
